#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2017-07-01T02:16:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ595703800436	
#INFO	-out.form=mini	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&&-ref=VIZ595703800436&-file=-c&-oc.form=dec&-out.form=hori&-out.add=_1&-c.r=2&-c.geom=r&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&-out=RA(ICRS)&-out=DE(ICRS)&-out=Plx&-out=B-V&-out=SpType&-ignore=HIPep=*&HIPep=HIPep&Erratum=Erratum&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=Tab-Separated-Values&-c.eq=J2000&-c.u=arcsec&
#-out.add=_1
#-c.r=10
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=RAhms
#-out=DEdms
#-out=Vmag
#-out=RA(ICRS)
#-out=DE(ICRS)
#-out=Plx
#-out=B-V
#-out=SpType
#-out.max=unlimited
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	RAhms	(a11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=pos.eq.ra;meta.main]
#Column	DEdms	(a11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RA(ICRS)	(F12.8)	*? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra]
#Column	DE(ICRS)	(F12.8)	*? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a12)	Spectral type (H76)	[ucd=src.spType]
_1	HIP	RAhms	DEdms	Vmag	RA(ICRS)	DE(ICRS)	Plx	B-V	SpType
HD 61994                	 38018	07 47 30.74	+70 12 25.3	 7.06	116.87808988	 70.20703482	  35.13	 0.712	G0

HD 62044                	 37629	07 43 18.69	+28 53 02.7	 4.23	115.82785545	 28.88407170	  26.68	 1.118	K1III SB

HD 6210                 	  5021	01 04 19.55	+61 34 48.9	 5.83	 16.08145357	 61.58024409	  12.47	 0.569	F6V

HD 62345                	 37740	07 44 26.87	+24 23 53.3	 3.57	116.11195237	 24.39812929	  22.73	 0.932	G8III

HD 62509                	 37826	07 45 19.36	+28 01 34.7	 1.16	116.33068263	 28.02631031	  96.74	 0.991	K0IIIvar

HD 62613                	 38784	07 56 18.87	+80 15 55.2	 6.55	119.07863116	 80.26532526	  58.67	 0.719	G8V

HD 62721                	 37908	07 46 07.49	+18 30 36.6	 4.89	116.53122379	 18.51016877	   9.55	 1.425	K5III

HD 6301                 	  5034	01 04 27.57	+29 39 32.8	 6.20	 16.11487415	 29.65909865	  23.82	 0.443	F7IV-V

HD 6479                 	  5141	01 05 49.22	+04 54 31.2	 6.35	 16.45509251	  4.90866194	  21.87	 0.383	F4V...

HD 6480                 	  5144	01 05 51.42	+04 54 35.0	 7.26	 16.46423982	  4.90971755	  22.69	 0.484	F6V

HD 6482                 	  5121	01 05 36.90	-09 58 45.3	 6.09	 16.40375279	 -9.97923948	  10.58	 1.012	K0III

HD 6497                 	  5240	01 07 00.07	+56 56 06.9	 6.41	 16.75030618	 56.93523628	  10.26	 1.188	K2III...

HD 65345                	 38962	07 58 20.75	+02 13 28.3	 5.30	119.58644862	  2.22452544	  12.33	 0.933	K0III


HD 65695                	 39079	07 59 44.18	-03 40 46.5	 4.93	119.93410303	 -3.67957835	  13.06	 1.205	K2III


HD 66171                	 39822	08 08 10.99	+71 55 31.9	 8.18	122.04579230	 71.92552031	  21.15	 0.621	G2V

HD 66216                	 39424	08 03 31.10	+27 47 39.9	 4.94	120.87957982	 27.79441794	  12.66	 1.130	K2III

HD 6660                 	  5286	01 07 37.81	+22 57 22.2	 8.41	 16.90753784	 22.95617138	  48.20	 1.122	K4V

HD 67228                	 39780	08 07 45.84	+21 34 55.1	 5.30	121.94100510	 21.58197937	  42.86	 0.642	G2IV

HD 6734                 	  5315	01 07 59.58	+01 59 38.7	 6.44	 16.99825172	  1.99409389	  21.53	 0.847	K0IV

HD 67483                	 39874	08 08 42.44	+13 38 27.4	 6.25	122.17684992	 13.64094892	  11.72	 0.480	F3V

HD 67594                	 39863	08 08 35.66	-02 59 01.6	 4.36	122.14857362	 -2.98377649	   1.76	 0.970	G2Ib

HD 67767                	 40023	08 10 27.23	+25 30 29.4	 5.73	122.61344988	 25.50817993	  23.82	 0.825	G8IV

HD 68017                	 40118	08 11 38.96	+32 27 31.3	 6.78	122.91234372	 32.45869655	  46.05	 0.679	G4V

HD 6805                 	  5364	01 08 35.26	-10 10 54.9	 3.46	 17.14693197	-10.18192800	  27.73	 1.161	K2III

HD 68290                	 40084	08 11 16.32	-12 55 37.3	 4.72	122.81800545	-12.92701835	  17.64	 0.939	K0III

HD 6833                 	  5458	01 09 52.24	+54 44 20.0	 6.75	 17.46768151	 54.73887930	   4.35	 1.140	G8III

HD 6860                 	  5447	01 09 43.80	+35 37 15.0	 2.07	 17.43248991	 35.62083048	  16.36	 1.576	M0IIIvar

HD 6903                 	  5454	01 09 49.20	+19 39 30.2	 5.57	 17.45502008	 19.65838540	   8.09	 0.697	G0III

HD 6920                 	  5493	01 10 18.85	+42 04 53.7	 5.67	 17.57852966	 42.08157668	  18.98	 0.603	F8V

HD 6976                 	  5485	01 10 11.96	-08 54 21.7	 6.40	 17.54982773	 -8.90603998	   8.94	 1.029	K0III

HD 69897                	 40843	08 20 03.87	+27 13 07.0	 5.13	125.01613464	 27.21862138	  55.17	 0.487	F6V

HD 69976                	 41060	08 22 44.06	+60 37 52.5	 6.42	125.68357766	 60.63124111	   7.34	 0.969	K0III

HD 70523                	 40990	08 21 54.66	-17 35 10.7	 5.71	125.47776027	-17.58630046	  11.40	 1.050	K0III

HD 7087                 	  5571	01 11 27.19	+21 02 04.8	 4.66	 17.86330901	 21.03467568	   7.42	 1.024	K0III

HD 7106                 	  5586	01 11 39.59	+30 05 23.0	 4.51	 17.91494471	 30.08972962	  20.11	 1.092	K0III-IV...

HD 71148                	 41484	08 27 36.80	+45 39 13.8	 6.32	126.90333880	 45.65384111	  45.89	 0.624	G5V

HD 71369                	 41704	08 30 16.03	+60 43 06.4	 3.35	127.56679232	 60.71843110	  17.76	 0.856	G4II-III

HD 72291                	 41975	08 33 21.84	+36 26 11.1	 6.20	128.34098179	 36.43642315	  26.80	 0.402	F5Vbwvar

HD 72324                	 41940	08 33 00.14	+24 05 05.7	 6.35	128.25060265	 24.08490572	   7.75	 1.032	G9III

HD 72614                	 42145	08 35 28.08	+41 44 30.5	 8.74	128.86700732	 41.74180876	  35.84	 0.923	K2V

HD 72779                	 42133	08 35 19.47	+19 35 24.3	 6.55	128.83111464	 19.59009383	   5.57	 0.681	G0III

HD 72905                	 42438	08 39 11.74	+65 01 14.5	 5.63	129.79892615	 65.02069298	  70.07	 0.618	G1.5Vb

HD 72946                	 42172	08 35 51.05	+06 37 13.9	 5.91	128.96272402	  6.62053814	  37.68	 0.530	F8V
HD 72946                	 42173	08 35 51.34	+06 37 23.2	 7.25	128.96392686	  6.62309980	  42.71	 0.710	G5V

HD 73108                	 42527	08 40 12.90	+64 19 40.3	 4.59	130.05374429	 64.32787175	  12.92	 1.179	K2III

HD 7318                 	  5742	01 13 44.94	+24 35 01.6	 4.67	 18.43723014	 24.58376482	   8.64	 1.047	K0III...

HD 7344                 	  5737	01 13 43.80	+07 34 31.8	 5.21	 18.43250986	  7.57548895	  22.09	 0.320	A7IV

HD 7345                 	  5743	01 13 45.17	+07 34 42.2	 6.44	 18.43822840	  7.57837574	  16.69	 0.492	F7V

HD 73593                	 42604	08 41 01.05	+45 50 01.6	 5.35	130.25436677	 45.83378521	  18.11	 0.993	G0IV

HD 73667                	 42499	08 39 50.86	+11 31 26.0	 7.61	129.96190355	 11.52388749	  53.98	 0.832	K1V

HD 74243                	 42871	08 44 10.15	+36 55 06.7	 6.54	131.04230209	 36.91853935	  15.31	 0.469	F7V

HD 74377                	 42940	08 45 10.62	+41 40 24.3	 8.52	131.29424441	 41.67341814	  38.47	 0.940	K3V


HD 7439                 	  5799	01 14 23.97	-07 55 24.6	 5.14	 18.59986241	 -7.92350040	  41.01	 0.448	F5V

HD 74442                	 42911	08 44 41.11	+18 09 17.5	 3.94	131.17129209	 18.15486399	  23.97	 1.083	K0III

HD 74485                	 42954	08 45 21.42	+30 41 51.9	 6.12	131.33926878	 30.69776209	   6.84	 0.935	G5III

HD 75332                	 43410	08 50 32.27	+33 17 06.9	 6.22	132.63444521	 33.28525915	  34.86	 0.549	F7Vn


HD 75958                	 43903	08 56 37.49	+64 36 14.5	 5.57	134.15619484	 64.60403054	  10.59	 0.877	G6III

HD 76151                	 43726	08 54 18.19	-05 26 04.3	 6.01	133.57579010	 -5.43453346	  58.50	 0.661	G3V

HD 76572                	 44031	08 57 58.63	+30 14 01.5	 6.25	134.49430922	 30.23375878	  19.92	 0.474	F6V

HD 78154                	 45038	09 10 23.53	+67 08 03.3	 4.80	137.59802574	 67.13423886	  48.87	 0.489	F7IV-V


HD 78366                	 44897	09 08 51.20	+33 52 57.0	 5.95	137.21335301	 33.88249742	  52.25	 0.585	F9V


HD 79211                	 45343	09 14 24.27	+52 41 16.8	 7.64	138.60112218	 52.68799270	 161.59	 1.410	M0V

HD 7924                 	  6379	01 21 59.20	+76 42 37.3	 7.17	 20.49667464	 76.71036810	  59.46	 0.826	K0

HD 7927                 	  6242	01 20 04.92	+58 13 53.8	 4.95	 20.02049027	 58.23161610	   1.40	 0.683	F0Ia


HD 79555                	 45383	09 14 53.72	+04 26 34.4	 7.91	138.72385240	  4.44289009	  54.25	 1.035	K0

HD 7983                 	  6159	01 19 00.12	-08 56 18.2	 8.90	 19.75050653	 -8.93837901	  14.91	 0.596	G2V

HD 80367                	 45737	09 19 28.39	+00 53 50.5	 8.15	139.86830215	  0.89736617	  34.06	 0.860	K0

HD 80499                	 45751	09 19 46.40	-11 58 29.6	 4.77	139.94332821	-11.97488214	  10.20	 0.927	G8III

HD 80586                	 45811	09 20 29.03	-09 33 20.3	 4.80	140.12094162	 -9.55562948	  13.39	 0.913	F5V+...

HD 81809                	 46404	09 27 46.92	-06 04 15.7	 5.38	141.94548780	 -6.07102871	  32.01	 0.642	G2V

HD 81997                	 46509	09 29 08.84	-02 46 08.2	 4.59	142.28682816	 -2.76895627	  58.48	 0.411	F6V

HD 8207                 	  6411	01 22 20.39	+45 31 43.5	 4.87	 20.58497087	 45.52875660	  16.68	 1.077	K0III-IV

HD 82106                	 46580	09 29 55.12	+05 39 17.5	 7.20	142.47966660	  5.65486700	  78.87	 1.002	K3V

HD 82210                	 46977	09 34 28.97	+69 49 48.6	 4.54	143.62069943	 69.83015419	  30.89	 0.781	G4III-IV

HD 82328                	 46853	09 32 52.33	+51 40 43.0	 3.17	143.21802191	 51.67860208	  74.15	 0.475	F6IV

HD 82443                	 46843	09 32 43.86	+26 59 20.9	 7.05	143.18273247	 26.98912885	  56.35	 0.779	K0

HD 82635                	 46952	09 34 13.38	+36 23 51.4	 4.54	143.55573740	 36.39761338	  18.52	 0.914	G8III

HD 82741                	 47029	09 35 03.85	+39 37 17.2	 4.81	143.76605199	 39.62144313	  14.23	 0.992	K0III

HD 82885                	 47080	09 35 40.03	+35 48 38.8	 5.40	143.91678098	 35.81076694	  89.45	 0.770	G8IV-V

HD 84737                	 48113	09 48 35.18	+46 01 16.4	 5.08	147.14660351	 46.02123319	  54.26	 0.619	G2V

HD 8491                 	  6692	01 25 55.90	+68 07 47.8	 4.72	 21.48293404	 68.12994739	  16.89	 1.047	K0III

HD 8512                 	  6537	01 24 01.45	-08 10 57.9	 3.60	 21.00604671	 -8.18275372	  28.48	 1.065	K0III

HD 85444                	 48356	09 51 28.68	-14 50 47.6	 4.11	147.86951033	-14.84654997	  11.92	 0.918	G6/G8III

HD 8553                 	  6613	01 24 53.61	+18 30 01.4	 8.49	 21.22336474	 18.50039482	  30.24	 0.912	K0

HD 86728                	 49081	10 01 01.02	+31 55 29.0	 5.37	150.25425132	 31.92471460	  67.14	 0.676	G1V

HD 8723                 	  6706	01 26 15.28	+19 10 20.4	 5.35	 21.56366085	 19.17232096	  38.35	 0.395	F2V:var


HD 8799                 	  6813	01 27 39.09	+45 24 25.0	 4.83	 21.91285470	 45.40695287	  35.33	 0.421	F5IV


HD 88371                	 49942	10 11 48.31	+23 45 18.1	 8.42	152.95129403	 23.75501401	  16.01	 0.637	G2V

HD 88725                	 50139	10 14 08.20	+03 09 08.2	 7.75	153.53416616	  3.15227289	  27.67	 0.609	G1V

HD 88737                	 50174	10 14 29.84	+21 10 05.6	 6.02	153.62432406	 21.16823270	  19.27	 0.573	F9V

HD 89125                	 50384	10 17 14.80	+23 06 23.2	 5.81	154.31166926	 23.10645604	  44.01	 0.500	F8Vw

HD 89449                	 50564	10 19 44.31	+19 28 17.2	 4.78	154.93462599	 19.47143591	  47.24	 0.452	F6IV

HD 8949                 	  6868	01 28 22.85	+07 57 40.9	 6.22	 22.09520584	  7.96137392	   8.89	 1.114	K1IIIvar

HD 89744                	 50786	10 22 10.66	+41 13 47.5	 5.73	155.54439708	 41.22986684	  25.65	 0.531	F7V

HD 89777                	 50713	10 21 17.07	-17 02 56.4	 9.35	155.32111300	-17.04900554	  17.30	 0.779	G8V

HD 90343                	 51819	10 35 11.15	+84 23 57.1	 7.29	158.79646640	 84.39920504	  47.55	 0.819	K0

HD 90508                	 51248	10 28 03.81	+48 47 13.4	 6.42	157.01587881	 48.78704437	  42.45	 0.610	G1V

HD 90839                	 51459	10 30 37.76	+55 58 50.2	 4.82	157.65735143	 55.98061759	  77.82	 0.541	F8V

HD 91190                	 51808	10 35 05.59	+75 42 46.7	 4.86	158.77328496	 75.71298403	  12.68	 0.957	K0III

HD 9138                 	  7007	01 30 10.94	+06 08 38.2	 4.84	 22.54559597	  6.14393314	   9.05	 1.372	K4III

HD 9166                 	  7166	01 32 24.27	+68 24 32.6	 6.82	 23.10112547	 68.40906428	   6.73	 1.238	K3III

HD 92168                	 52139	10 39 07.80	+37 54 36.4	 5.84	159.78248119	 37.91011130	  20.44	 0.595	F9V

HD 9270                 	  7097	01 31 28.99	+15 20 45.0	 3.62	 22.87080776	 15.34583101	  11.09	 0.974	G8III

HD 9337                 	  7116	01 31 39.13	-19 01 55.7	 7.38	 22.91302906	-19.03214210	   4.12	 0.996	K0III

HD 9408                 	  7294	01 33 55.93	+59 13 55.5	 4.68	 23.48302496	 59.23209665	  15.96	 0.991	K0III

HD 95128                	 53721	10 59 28.22	+40 25 48.4	 5.03	164.86756582	 40.43012281	  71.04	 0.624	G0V

HD 9562                 	  7276	01 33 42.73	-07 01 30.5	 5.75	 23.42805448	 -7.02514279	  33.71	 0.639	G2IV


HD 96692                	 54459	11 08 31.67	+15 46 06.7	 9.75	167.13195199	 15.76853016	  38.61	 1.101	K0

HD 97334                	 54745	11 12 32.53	+35 48 52.0	 6.41	168.13553992	 35.81444810	  46.04	 0.600	G0V

HD 97584                	 54952	11 15 12.73	+73 28 29.8	 7.68	168.80304208	 73.47493336	  68.13	 1.043	K5


HD 9826                 	  7513	01 36 47.98	+41 24 23.0	 4.10	 24.19990413	 41.40638491	  74.25	 0.536	F8V


HD 98736                	 55486	11 21 49.44	+18 11 24.8	 7.93	170.45598085	 18.19023277	  31.68	 0.894	K6+...

HD 9900                 	  7617	01 38 07.56	+57 58 39.5	 5.55	 24.53151544	 57.97764488	   2.86	 1.388	G5II

HD 9927                 	  7607	01 37 59.50	+48 37 42.6	 3.59	 24.49792651	 48.62848641	  18.76	 1.275	K3III


HD 9956                 	  7583	01 37 38.68	+22 33 25.7	 7.80	 24.41117090	 22.55713587	   3.77	 0.559	F6V...























Parenago 1932           	 26234	05 35 22.32	-04 25 27.6	 6.24	 83.84298392	 -4.42432372	   2.89	-0.148	B2.5V

Parenago 1933           	 26233	05 35 21.87	-04 29 39.0	 6.57	 83.84110614	 -4.49417472	   2.68	-0.142	B1.5V



#INFO	warning=	192 lines skipped
